Group_Name,Group_QID,Member_Name_EN,Member_Name_KO,Member_QID,Kind,Source
Xdinary Heroes,Q109579414,O.de,O.de,Q110113954,GROUP,Wikidata_P463_P527
Yeojin,Q56824821,Yeojin,여진,Q56824821,SOLO,Wikidata_Entity
Yerin Baek,Q9021940,Baek Ye-rin,백예린,Q9021940,SOLO,Wikidata_Entity
Yoon Seobin,Q115528364,Yoon Seo-Bin,윤서빈,Q115528364,SOLO,Wikidata_Entity
You Dayeon,Q135615370,You Dayeon,유다연,Q135615370,SOLO,Wikidata_Entity
Youkyung,Q16767745,Seo Youkyung,서유경,Q16767745,SOLO,Wikidata_Entity
Young Posse,Q123099728,Doeun,도은,Q134579900,GROUP,Wikidata_P463_P527
Young Posse,Q123099728,Jiana,지아나,Q134579899,GROUP,Wikidata_P463_P527
Young Posse,Q123099728,Jieun,한지은,Q134579901,GROUP,Wikidata_P463_P527
Young Posse,Q123099728,Sunhye,정선혜,Q134579897,GROUP,Wikidata_P463_P527
Young Posse,Q123099728,Yeonjung,위연정,Q134579898,GROUP,Wikidata_P463_P527
Younha,Q11265033,Younha discography,윤하의 음반 목록,Q11265033,SOLO,Wikidata_Entity
Younite,Q111199847,은호,은호,Q113490326,GROUP,Wikidata_P463_P527
Younite,Q111199847,Lee Eun-sang,이은상,Q66368439,GROUP,Wikidata_P463_P527
Yuju,Q20821809,Yuju,유주,Q20821809,SOLO,Wikidata_Entity
Yukika,Q9129696,Yukika Teramoto,테라모토 유키카,Q9129696,SOLO,Wikidata_Entity
Yves,Q106057,Yves Montand,이브 몽탕,Q106057,SOLO,Wikidata_Entity
Z-Girls,Q61882117,Mahiro Kawamura,카와무라 마히로,Q47664570,GROUP,Wikidata_P463_P527
Z-Girls,Q61882117,Wang Nai-Xuan,조앤,Q62083920,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Ha Min-woo,하민우,Q6790218,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Hwang Kwanghee,황광희,Q130884,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Jung Hee-cheol,정희철,Q6756034,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Kevin,케빈,Q11704112,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Kim Dong-jun,김동준,Q129484,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Kim Tae-heon,김태헌,Q6763158,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Moon Joon-young,문준영,Q6854182,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Park Hyung-sik,박형식,Q6757073,GROUP,Wikidata_P463_P527
ZE:A,Q483626,Yim Si-wan,임시완,Q82788,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Han Yu-jin,한유진,Q117818067,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Kim Gyu-vin,김규빈,Q117818049,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Kim Ji-woong,김지웅,Q115933814,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Kim Tae-rae,김태래,Q117817675,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Park Gun-wook,박건욱,Q117818064,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Ricky Shen,리키,Q117817567,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Seok Matthew,석매튜,Q117818045,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Sung Han-bin,성한빈,Q117746200,GROUP,Wikidata_P463_P527
ZEROBASEONE,Q117808633,Zhang Hao,장하오,Q117832250,GROUP,Wikidata_P463_P527
ZION.T,Q23044904,Zion.T discography,,Q23044904,SOLO,Wikidata_Entity
aespa,Q100877982,Giselle,지젤,Q101161168,GROUP,Wikidata_P463_P527
aespa,Q100877982,Karina,카리나,Q101161002,GROUP,Wikidata_P463_P527
aespa,Q100877982,Ningning,닝닝,Q101161499,GROUP,Wikidata_P463_P527
aespa,Q100877982,Winter,윈터,Q101161289,GROUP,Wikidata_P463_P527
bugAboo,Q108378903,Rainie,,Q105717849,GROUP,Wikidata_P463_P527
cignature,Q84311821,Chaesol,채솔,Q84324499,GROUP,Wikidata_P463_P527
cignature,Q84311821,Chloe,클로이,Q107213607,GROUP,Wikidata_P463_P527
cignature,Q84311821,Do Hee,도희,Q107213681,GROUP,Wikidata_P463_P527
cignature,Q84311821,Hana,선,Q84324502,GROUP,Wikidata_P463_P527
cignature,Q84311821,Jee Won,지원,Q84324500,GROUP,Wikidata_P463_P527
cignature,Q84311821,Jin Hyeon-ju,진현주,Q84324505,GROUP,Wikidata_P463_P527
cignature,Q84311821,Seline,셀린,Q84324503,GROUP,Wikidata_P463_P527
cignature,Q84311821,Semi,세미,Q84324506,GROUP,Wikidata_P463_P527
cignature,Q84311821,Unia,예아,Q84324501,GROUP,Wikidata_P463_P527
f(x),Q344286,Amber Liu,엠버,Q489556,GROUP,Wikidata_P463_P527
f(x),Q344286,Krystal Jung,정수정,Q464623,GROUP,Wikidata_P463_P527
f(x),Q344286,Luna,루나,Q489432,GROUP,Wikidata_P463_P527
f(x),Q344286,Sulli,설리,Q496501,GROUP,Wikidata_P463_P527
f(x),Q344286,Victoria Song,빅토리아,Q340123,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Baek Ji-heon,백지헌,Q56660176,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Jang Gyu-ri,장규리,Q53334919,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Lee Chae-young,이채영,Q56660258,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Lee Na-gyung,이나경,Q56660245,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Lee Sae-rom,이새롬,Q54598370,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Lee Seo-yeon,이서연,Q56660256,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Park Ji-won,박지원,Q56695886,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Roh Ji-sun,노지선,Q58816684,GROUP,Wikidata_P463_P527
fromis_9,Q41398331,Song Ha-young,송하영,Q58816368,GROUP,Wikidata_P463_P527
g.o.d,Q482380,Danny Ahn,데니 안,Q484387,GROUP,Wikidata_P463_P527
g.o.d,Q482380,Joon Park,박준형,Q484394,GROUP,Wikidata_P463_P527
g.o.d,Q482380,Kim Tae-woo,김태우,Q484209,GROUP,Wikidata_P463_P527
g.o.d,Q482380,Son Ho-young,손호영,Q489667,GROUP,Wikidata_P463_P527
g.o.d,Q482380,Yoon Kye-sang,윤계상,Q484850,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Han Hae-bin,해빈,Q27748792,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Jang So-jin,소이,Q27748796,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Jo Aram,조아람,Q27748797,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Jung Mi-mi,미미,Q27748771,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Kang Mi-na,강미나,Q24663999,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Kim Na-young,나영,Q28819523,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Kim Se-jeong,김세정,Q22911780,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Liu Xiening,류셰닝,Q27748795,GROUP,Wikidata_P463_P527
gugudan,Q24694634,Shin Bo-ra,하나,Q27748793,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Cho Mi-yeon,조미연,Q56259927,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Jeon Soyeon,전소연,Q26707915,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Minnie,민니,Q56761923,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Shuhua,슈화,Q55287305,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Song Yuqi,우기,Q55287306,GROUP,Wikidata_P463_P527
i-dle,Q51885404,Soojin,서수진,Q61100297,GROUP,Wikidata_P463_P527
iKON,Q18161349,B.I,비아이,Q17811824,GROUP,Wikidata_P463_P527
iKON,Q18161349,Bobby,바비,Q18015644,GROUP,Wikidata_P463_P527
iKON,Q18161349,Jung Chanwoo,정찬우,Q18567344,GROUP,Wikidata_P463_P527
iKON,Q18161349,Kim Dong-hyuk,김동혁,Q21057681,GROUP,Wikidata_P463_P527
iKON,Q18161349,Kim Jin-hwan,김진환,Q18550351,GROUP,Wikidata_P463_P527
iKON,Q18161349,Koo Jun-hoe,구준회,Q21057648,GROUP,Wikidata_P463_P527
iKON,Q18161349,Song Yun-hyeong,송윤형,Q21058800,GROUP,Wikidata_P463_P527
izna,Q127162707,Bang Jeemin,방지민,Q127162745,GROUP,Wikidata_P463_P527
izna,Q127162707,Choi Jungeun,최정은,Q127162749,GROUP,Wikidata_P463_P527
izna,Q127162707,Jeong Saebi,정세비,Q127162748,GROUP,Wikidata_P463_P527
izna,Q127162707,Koko,코코,Q127162747,GROUP,Wikidata_P463_P527
izna,Q127162707,Mai,마이,Q127162744,GROUP,Wikidata_P463_P527
izna,Q127162707,Ryu Sarang,유사랑,Q127162743,GROUP,Wikidata_P463_P527
izna,Q127162707,Yoon Jiyoon,윤지윤,Q127162746,GROUP,Wikidata_P463_P527
n.SSign,Q120335691,Fang Yi-Jia,팡이지아,Q120697050,GROUP,Wikidata_P463_P527
pH-1,Q45190216,pH-1,pH-1,Q45190216,SOLO,Wikidata_Entity
tripleS,Q115099831,Chaewon,김채원,Q127038396,GROUP,Wikidata_P463_P527
tripleS,Q115099831,HaYeon,정하연,Q127110800,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Hsu Nien Tzu,니엔,Q117391286,GROUP,Wikidata_P463_P527
tripleS,Q115099831,HyeRin,혜린,Q127042391,GROUP,Wikidata_P463_P527
tripleS,Q115099831,JiWoo,지우,Q125894490,GROUP,Wikidata_P463_P527
tripleS,Q115099831,JiYeon,지연,Q127110943,GROUP,Wikidata_P463_P527
tripleS,Q115099831,JooBin,주빈,Q127110763,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Kaede,카에데,Q127042408,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Kim Chae-yeon,김채연,Q69696796,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Kotone,코토네,Q127499816,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Lynn,린,Q127110908,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Mayu,마유,Q127110729,GROUP,Wikidata_P463_P527
tripleS,Q115099831,NaKyoung,김나경,Q124961755,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Park So-hyun,박소현,Q126006327,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Seo Da-hyun,다현,Q123156639,GROUP,Wikidata_P463_P527
tripleS,Q115099831,SeoAh,서아,Q127110875,GROUP,Wikidata_P463_P527
tripleS,Q115099831,SeoYeon,서연,Q126684254,GROUP,Wikidata_P463_P527
tripleS,Q115099831,ShiOn,박시온,Q127110827,GROUP,Wikidata_P463_P527
tripleS,Q115099831,SooMin,김수민,Q127042398,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Sullin,설린,Q127110848,GROUP,Wikidata_P463_P527
tripleS,Q115099831,Xinyu,신위,Q127110705,GROUP,Wikidata_P463_P527
tripleS,Q115099831,YeonJi,연지,Q123156641,GROUP,Wikidata_P463_P527
tripleS,Q115099831,YooYeon,유연,Q127042388,GROUP,Wikidata_P463_P527
tripleS,Q115099831,YuBin,유빈,Q123156640,GROUP,Wikidata_P463_P527
xooos,Q69696977,xooos,수스,Q69696977,SOLO,Wikidata_Entity
